0,0.0,-,-
1,7.200461281754802,clearer:1.0000000266062397;faster:1.0690450439911314;enhanced:1.0690450439911314;powerful:1.9242810791840366;dedicated:1.0690450439911314;secure:1.0690450439911314;,-
2,1.9354144429922162,brighter:0.9354143715813437;quicker:1.0000000714108725;,-
3,1.0000000714108725,vibrant:1.0000000714108725;,-
4,-1.0801234749648905,-,hard:-1.0801234749648905;
5,-0.18708287431626872,-,rival:-0.18708287431626872;
6,-0.8000000835862111,cheaper:0.19999998782466138;,shocked:-1.0000000714108725;
7,0.0,-,-
8,-0.9354143715813437,-,gimmicks:-0.9354143715813437;
9,2.821474375324797,promised:1.118033988749895;fashionable:0.9128709504987275;works:0.7905694360761742;,-
10,2.000000142821745,good:1.0000000714108725;enough:1.0000000714108725;decent:0.0;,-
11,1.8516403317723449,likes:0.9258201658861724;suck:0.9258201658861724;,-
12,5.080123760608381,good:1.0801234749648905;enough:1.0000000714108725;top:1.0000000714108725;impressive:1.0000000714108725;dawn:1.0000000714108725;,-
13,2.8000001999504427,like:1.8000001285395706;bad:1.0000000714108725;innovation:1.0000000714108725;,pointless:-1.0000000714108725;
14,0.755929,safe:0.755929;,-
15,0.06458569982952889,wows:1.0000000714108725;,failed:-0.9354143715813437;
16,1.0000000714108725,sharp:1.0000000714108725;,-
17,0.0,-,-
18,-1.0690450439911314,-,refusing:-1.0690450439911314;
19,2.000000142821745,likes:1.0000000714108725;lighter:1.0000000714108725;,-
20,1.6876128460476447,balanced:0.9354143715813437;better:0.9354143715813437;lighter:1.0000000714108725;,problem:-1.1832159685259154;
21,1.8000001285395706,solid:1.8000001285395706;,-
22,-0.9354143715813437,-,like:-0.9354143715813437;
23,-1.2690450493123793,-,wows:-1.0690450439911314;cruel:-0.20000000532124793;
24,3.6837459587531374,attractive:1.6837458159313925;appeal:1.0000000714108725;likes:1.0000000714108725;,-
25,0.0,-,-
26,0.8000000835862111,well:1.0000000714108725;,tricky:-0.19999998782466138;
27,4.509511351310754,fans:0.9258201658861724;like:0.9258201658861724;solid:0.866025426826118;easy:0.866025426826118;easy:0.9258201658861724;,-
28,1.0801234749648905,clear:1.0801234749648905;,-
29,1.0000000266062397,right:1.0000000266062397;,-
30,0.0,-,-
31,1.7198767249855527,impressive:1.8000001285395706;easier:1.0000000714108725;,dust:-1.0801234749648905;
32,-2.080123546375763,-,dust:-1.0801234749648905;tricky:-1.0000000714108725;
33,-0.1354142879951325,facilitate:1.0000000714108725;,odd:-0.9354143715813437;stiff:-0.19999998782466138;
34,0.8000000835862111,best:1.0000000714108725;,irks:-0.19999998782466138;
35,1.0000000714108725,favorite:1.0000000714108725;,-
36,0.0,-,-
37,-1.0000000266062397,-,work:-1.0000000266062397;
38,2.000000142821745,bad:1.0000000714108725;welcome:1.0000000714108725;,-
39,2.292790626727543,win:1.0690450439911314;peace:1.0690450439911314;good:1.0690450439911314;good:1.15470056535152;,worried:-1.0000000266062397;failure:-1.0690450439911314;
40,0.0,easier:1.0690450439911314;,ugly:-1.0690450439911314;
41,-1.290994517629897,-,muddy:-1.290994517629897;
42,-1.0000000714108725,securely:1.0000000714108725;,concern:-1.0000000714108725;hard:-1.0000000714108725;
43,-1.3228756555322954,-,warning:-1.3228756555322954;
44,0.9961330942096467,fine:1.1832159685259154;,disconcerting:-0.18708287431626872;
45,-1.1832159685259154,-,worryingly:-1.1832159685259154;
46,1.1832159685259154,fine:1.1832159685259154;,-
47,0.1447091033835468,good:1.0801234749648905;,criticism:-0.9354143715813437;
48,1.1380900613760232,like:1.0690450439911314;strong:1.0690450439911314;,pales:-1.0000000266062397;
49,1.0801234749648903,lighter:1.0801234749648905;improve:1.0000000714108725;,pain:-1.0000000714108725;
